timestamp,event,total_in,total_out,occupancy
2024-11-05 09:00:00,IN,5,3,2
2024-11-05 09:06:00,IN,6,3,3
2024-11-05 09:11:00,OUT,6,4,2
2024-11-05 09:18:00,IN,7,4,3
2024-11-05 09:22:00,IN,8,4,4
2024-11-05 09:29:00,OUT,8,5,3
2024-11-05 09:35:00,OUT,8,6,2
2024-11-05 09:39:00,OUT,8,7,1
2024-11-05 09:46:00,IN,9,7,2
2024-11-05 09:54:00,IN,10,7,3
2024-11-05 09:58:00,IN,11,7,4
2024-11-05 10:06:00,OUT,11,8,3
2024-11-05 10:12:00,IN,12,8,4
2024-11-05 10:17:00,IN,13,8,5
2024-11-05 10:21:00,OUT,13,9,4
2024-11-05 10:23:00,OUT,13,10,3
2024-11-05 10:28:00,OUT,13,11,2
2024-11-05 10:31:00,IN,14,11,3
2024-11-05 10:39:00,IN,15,11,4
2024-11-05 10:41:00,OUT,15,12,3
2024-11-05 10:43:00,IN,16,12,4
2024-11-05 10:48:00,IN,17,12,5
2024-11-05 10:52:00,OUT,17,13,4
2024-11-05 10:58:00,IN,18,13,5
2024-11-05 11:01:00,OUT,18,14,4
2024-11-05 11:05:00,IN,19,14,5
2024-11-05 11:12:00,IN,20,14,6
2024-11-05 11:15:00,IN,21,14,7
2024-11-05 11:23:00,OUT,21,15,6
2024-11-05 11:25:00,IN,22,15,7
2024-11-05 11:32:00,OUT,22,16,6
2024-11-05 11:35:00,OUT,22,17,5
2024-11-05 11:37:00,IN,23,17,6
2024-11-05 11:41:00,IN,24,17,7
2024-11-05 11:44:00,OUT,24,18,6
2024-11-05 11:48:00,IN,25,18,7
2024-11-05 11:54:00,IN,26,18,8
2024-11-05 11:58:00,IN,27,18,9
2024-11-05 12:04:00,IN,28,18,10
2024-11-05 12:18:00,IN,29,18,11
2024-11-05 12:27:00,IN,30,18,12
2024-11-05 12:41:00,OUT,30,19,11
2024-11-05 12:56:00,OUT,30,20,10
2024-11-05 13:01:00,OUT,30,21,9
2024-11-05 13:08:00,OUT,30,22,8
2024-11-05 13:22:00,OUT,30,23,7
2024-11-05 13:36:00,OUT,30,24,6
2024-11-05 13:51:00,OUT,30,25,5
2024-11-05 13:59:00,OUT,30,26,4
2024-11-05 14:12:00,IN,31,26,5
2024-11-05 14:19:00,IN,32,26,6
2024-11-05 14:24:00,IN,33,26,7
2024-11-05 14:26:00,IN,34,26,8
2024-11-05 14:34:00,IN,35,26,9
2024-11-05 14:41:00,IN,36,26,10
2024-11-05 14:47:00,IN,37,26,11
2024-11-05 14:49:00,OUT,37,27,10
2024-11-05 14:57:00,IN,38,27,11
2024-11-05 15:01:00,IN,39,27,12
2024-11-05 15:03:00,IN,40,27,13
2024-11-05 15:06:00,IN,41,27,14
2024-11-05 15:12:00,IN,42,27,15
2024-11-05 15:17:00,OUT,42,28,14
2024-11-05 15:21:00,OUT,42,29,13
2024-11-05 15:24:00,IN,43,29,14
2024-11-05 15:26:00,OUT,43,30,13
2024-11-05 15:29:00,IN,44,30,14
2024-11-05 15:37:00,OUT,44,31,13
2024-11-05 15:40:00,IN,45,31,14
2024-11-05 15:47:00,IN,46,31,15
2024-11-05 15:53:00,IN,47,31,16
2024-11-05 16:01:00,OUT,47,32,15
2024-11-05 16:08:00,IN,48,32,16
2024-11-05 16:10:00,OUT,48,33,15
2024-11-05 16:14:00,IN,49,33,16
2024-11-05 16:18:00,IN,50,33,17
2024-11-05 16:26:00,OUT,50,34,16
2024-11-05 16:33:00,OUT,50,35,15
2024-11-05 16:39:00,OUT,50,36,14
2024-11-05 16:45:00,OUT,50,37,13
2024-11-05 16:49:00,IN,51,37,14
2024-11-05 16:53:00,OUT,51,38,13
2024-11-05 16:59:00,IN,52,38,14
2024-11-05 17:01:00,IN,53,38,15
2024-11-05 17:03:00,IN,54,38,16
2024-11-05 17:10:00,OUT,54,39,15
2024-11-05 17:17:00,OUT,54,40,14
2024-11-05 17:21:00,OUT,54,41,13
2024-11-05 17:25:00,IN,55,41,14
2024-11-05 17:27:00,OUT,55,42,13
2024-11-05 17:32:00,IN,56,42,14
2024-11-05 17:38:00,IN,57,42,15
2024-11-05 17:44:00,IN,58,42,16
2024-11-05 17:49:00,IN,59,42,17
2024-11-05 17:51:00,OUT,59,43,16
2024-11-05 17:57:00,IN,60,43,17
2024-11-05 18:00:00,OUT,60,44,16
2024-11-05 18:07:00,OUT,60,45,15
2024-11-05 18:18:00,IN,61,45,16
2024-11-05 18:24:00,IN,62,45,17
2024-11-05 18:35:00,OUT,62,46,16
2024-11-05 18:46:00,OUT,62,47,15
2024-11-05 18:53:00,IN,63,47,16
2024-11-05 19:07:00,OUT,63,48,15
2024-11-05 19:14:00,IN,64,48,16
2024-11-05 19:26:00,OUT,64,49,15
2024-11-05 19:40:00,OUT,64,50,14
2024-11-05 19:51:00,OUT,64,51,13
2024-11-05 19:59:00,IN,65,51,14
2024-11-05 20:11:00,OUT,65,52,13
2024-11-05 20:13:00,OUT,65,53,12
2024-11-05 20:17:00,OUT,65,54,11
2024-11-05 20:22:00,OUT,65,55,10
2024-11-05 20:25:00,OUT,65,56,9
2024-11-05 20:29:00,OUT,65,57,8
2024-11-05 20:34:00,OUT,65,58,7
2024-11-05 20:39:00,OUT,65,59,6
2024-11-05 20:44:00,OUT,65,60,5
2024-11-05 20:47:00,OUT,65,61,4
2024-11-05 20:50:00,OUT,65,62,3
2024-11-05 20:53:00,OUT,65,63,2
2024-11-05 20:54:00,OUT,65,64,1
2024-11-05 20:59:00,OUT,65,65,0
2024-11-30 08:00:00,IN,1,0,1
2024-11-30 08:06:00,IN,2,0,2
2024-11-30 08:12:00,OUT,2,1,1
2024-11-30 08:21:00,OUT,2,2,0
2024-11-30 08:35:00,IN,3,2,1
2024-11-30 08:45:00,IN,4,2,2
2024-11-30 08:59:00,OUT,4,3,1
2024-11-30 09:05:00,IN,5,3,2
2024-11-30 09:09:00,OUT,5,4,1
2024-11-30 09:11:00,IN,6,4,2
2024-11-30 09:16:00,OUT,6,5,1
2024-11-30 09:24:00,IN,7,5,2
2024-11-30 09:28:00,IN,8,5,3
2024-11-30 09:32:00,OUT,8,6,2
2024-11-30 09:36:00,IN,9,6,3
2024-11-30 09:39:00,IN,10,6,4
2024-11-30 09:43:00,IN,11,6,5
2024-11-30 09:51:00,IN,12,6,6
2024-11-30 09:54:00,IN,13,6,7
2024-11-30 10:00:00,OUT,13,7,6
2024-11-30 10:03:00,IN,14,7,7
2024-11-30 10:07:00,OUT,14,8,6
2024-11-30 10:14:00,IN,15,8,7
2024-11-30 10:18:00,IN,16,8,8
2024-11-30 10:24:00,IN,17,8,9
2024-11-30 10:31:00,OUT,17,9,8
2024-11-30 10:35:00,IN,18,9,9
2024-11-30 10:42:00,OUT,18,10,8
2024-11-30 10:47:00,OUT,18,11,7
2024-11-30 10:51:00,OUT,18,12,6
2024-11-30 10:53:00,OUT,18,13,5
2024-11-30 10:57:00,OUT,18,14,4
2024-11-30 11:04:00,OUT,18,15,3
2024-11-30 11:12:00,OUT,18,16,2
2024-11-30 11:19:00,OUT,18,17,1
2024-11-30 11:24:00,OUT,18,18,0
2024-11-30 11:32:00,IN,19,18,1
2024-11-30 11:39:00,IN,20,18,2
2024-11-30 11:43:00,OUT,20,19,1
2024-11-30 11:46:00,IN,21,19,2
2024-11-30 11:54:00,IN,22,19,3
2024-11-30 12:02:00,IN,23,19,4
2024-11-30 12:09:00,IN,24,19,5
2024-11-30 12:14:00,IN,25,19,6
2024-11-30 12:19:00,OUT,25,20,5
2024-11-30 12:33:00,OUT,25,21,4
2024-11-30 12:38:00,IN,26,21,5
2024-11-30 12:46:00,IN,27,21,6
2024-11-30 12:59:00,OUT,27,22,5
2024-11-30 13:08:00,OUT,27,23,4
2024-11-30 13:21:00,OUT,27,24,3
2024-11-30 13:34:00,OUT,27,25,2
2024-11-30 13:42:00,IN,28,25,3
2024-11-30 13:47:00,OUT,28,26,2
2024-11-30 13:55:00,IN,29,26,3
2024-11-30 14:03:00,IN,30,26,4
2024-11-30 14:05:00,IN,31,26,5
2024-11-30 14:09:00,IN,32,26,6
2024-11-30 14:11:00,IN,33,26,7
2024-11-30 14:19:00,OUT,33,27,6
2024-11-30 14:21:00,IN,34,27,7
2024-11-30 14:25:00,IN,35,27,8
2024-11-30 14:32:00,IN,36,27,9
2024-11-30 14:40:00,IN,37,27,10
2024-11-30 14:48:00,OUT,37,28,9
2024-11-30 14:52:00,IN,38,28,10
2024-11-30 14:59:00,OUT,38,29,9
2024-11-30 15:01:00,IN,39,29,10
2024-11-30 15:08:00,OUT,39,30,9
2024-11-30 15:16:00,IN,40,30,10
2024-11-30 15:21:00,OUT,40,31,9
2024-11-30 15:23:00,IN,41,31,10
2024-11-30 15:28:00,IN,42,31,11
2024-11-30 15:36:00,IN,43,31,12
2024-11-30 15:38:00,IN,44,31,13
2024-11-30 15:46:00,OUT,44,32,12
2024-11-30 15:49:00,IN,45,32,13
2024-11-30 15:55:00,OUT,45,33,12
2024-11-30 16:01:00,OUT,45,34,11
2024-11-30 16:08:00,IN,46,34,12
2024-11-30 16:14:00,IN,47,34,13
2024-11-30 16:18:00,OUT,47,35,12
2024-11-30 16:22:00,IN,48,35,13
2024-11-30 16:28:00,OUT,48,36,12
2024-11-30 16:35:00,IN,49,36,13
2024-11-30 16:39:00,IN,50,36,14
2024-11-30 16:41:00,IN,51,36,15
2024-11-30 16:45:00,IN,52,36,16
2024-11-30 16:52:00,IN,53,36,17
2024-11-30 16:55:00,OUT,53,37,16
2024-11-30 16:59:00,IN,54,37,17
2024-11-30 17:07:00,IN,55,37,18
2024-11-30 17:15:00,OUT,55,38,17
2024-11-30 17:22:00,OUT,55,39,16
2024-11-30 17:28:00,OUT,55,40,15
2024-11-30 17:30:00,IN,56,40,16
2024-11-30 17:35:00,OUT,56,41,15
2024-11-30 17:42:00,OUT,56,42,14
2024-11-30 17:46:00,IN,57,42,15
2024-11-30 17:52:00,IN,58,42,16
2024-11-30 17:58:00,OUT,58,43,15
2024-11-30 18:01:00,OUT,58,44,14
2024-11-30 18:13:00,OUT,58,45,13
2024-11-30 18:24:00,OUT,58,46,12
2024-11-30 18:38:00,OUT,58,47,11
2024-11-30 18:52:00,IN,59,47,12
2024-11-30 19:05:00,OUT,59,48,11
2024-11-30 19:16:00,OUT,59,49,10
2024-11-30 19:30:00,OUT,59,50,9
2024-11-30 19:38:00,IN,60,50,10
2024-11-30 19:51:00,OUT,60,51,9
2024-11-30 19:58:00,OUT,60,52,8
2024-11-30 20:10:00,OUT,60,53,7
2024-11-30 20:13:00,OUT,60,54,6
2024-11-30 20:18:00,OUT,60,55,5
2024-11-30 20:19:00,OUT,60,56,4
2024-11-30 20:21:00,OUT,60,57,3
2024-11-30 20:24:00,OUT,60,58,2
2024-11-30 20:29:00,OUT,60,59,1
2024-11-30 20:30:00,OUT,60,60,0
2024-12-12 08:00:00,IN,1,0,1
2024-12-12 08:10:00,IN,2,0,2
2024-12-12 08:16:00,OUT,2,1,1
2024-12-12 08:29:00,IN,3,1,2
2024-12-12 08:38:00,IN,4,1,3
2024-12-12 08:44:00,IN,5,1,4
2024-12-12 08:59:00,IN,6,1,5
2024-12-12 09:14:00,IN,7,1,6
2024-12-12 09:18:00,IN,8,1,7
2024-12-12 09:21:00,IN,9,1,8
2024-12-12 09:25:00,OUT,9,2,7
2024-12-12 09:33:00,OUT,9,3,6
2024-12-12 09:39:00,IN,10,3,7
2024-12-12 09:44:00,OUT,10,4,6
2024-12-12 09:51:00,IN,11,4,7
2024-12-12 09:58:00,OUT,11,5,6
2024-12-12 10:02:00,IN,12,5,7
2024-12-12 10:10:00,OUT,12,6,6
2024-12-12 10:15:00,IN,13,6,7
2024-12-12 10:19:00,OUT,13,7,6
2024-12-12 10:25:00,IN,14,7,7
2024-12-12 10:28:00,OUT,14,8,6
2024-12-12 10:36:00,OUT,14,9,5
2024-12-12 10:38:00,IN,15,9,6
2024-12-12 10:41:00,OUT,15,10,5
2024-12-12 10:48:00,IN,16,10,6
2024-12-12 10:54:00,OUT,16,11,5
2024-12-12 11:00:00,IN,17,11,6
2024-12-12 11:08:00,OUT,17,12,5
2024-12-12 11:11:00,IN,18,12,6
2024-12-12 11:14:00,OUT,18,13,5
2024-12-12 11:16:00,OUT,18,14,4
2024-12-12 11:23:00,IN,19,14,5
2024-12-12 11:31:00,IN,20,14,6
2024-12-12 11:35:00,IN,21,14,7
2024-12-12 11:38:00,OUT,21,15,6
2024-12-12 11:42:00,IN,22,15,7
2024-12-12 11:47:00,IN,23,15,8
2024-12-12 11:52:00,OUT,23,16,7
2024-12-12 11:54:00,IN,24,16,8
2024-12-12 11:57:00,OUT,24,17,7
2024-12-12 12:00:00,OUT,24,18,6
2024-12-12 12:08:00,OUT,24,19,5
2024-12-12 12:20:00,IN,25,19,6
2024-12-12 12:35:00,IN,26,19,7
2024-12-12 12:50:00,IN,27,19,8
2024-12-12 13:02:00,IN,28,19,9
2024-12-12 13:17:00,IN,29,19,10
2024-12-12 13:28:00,OUT,29,20,9
2024-12-12 13:35:00,OUT,29,21,8
2024-12-12 13:42:00,IN,30,21,9
2024-12-12 13:52:00,OUT,30,22,8
2024-12-12 13:57:00,IN,31,22,9
2024-12-12 14:02:00,IN,32,22,10
2024-12-12 14:08:00,OUT,32,23,9
2024-12-12 14:16:00,OUT,32,24,8
2024-12-12 14:19:00,IN,33,24,9
2024-12-12 14:27:00,OUT,33,25,8
2024-12-12 14:30:00,OUT,33,26,7
2024-12-12 14:37:00,IN,34,26,8
2024-12-12 14:39:00,OUT,34,27,7
2024-12-12 14:47:00,IN,35,27,8
2024-12-12 14:51:00,IN,36,27,9
2024-12-12 14:56:00,IN,37,27,10
2024-12-12 15:03:00,OUT,37,28,9
2024-12-12 15:09:00,OUT,37,29,8
2024-12-12 15:16:00,IN,38,29,9
2024-12-12 15:20:00,OUT,38,30,8
2024-12-12 15:23:00,OUT,38,31,7
2024-12-12 15:31:00,IN,39,31,8
2024-12-12 15:38:00,OUT,39,32,7
2024-12-12 15:42:00,OUT,39,33,6
2024-12-12 15:50:00,IN,40,33,7
2024-12-12 15:52:00,IN,41,33,8
2024-12-12 15:56:00,OUT,41,34,7
2024-12-12 16:03:00,IN,42,34,8
2024-12-12 16:11:00,IN,43,34,9
2024-12-12 16:13:00,IN,44,34,10
2024-12-12 16:17:00,OUT,44,35,9
2024-12-12 16:22:00,IN,45,35,10
2024-12-12 16:27:00,IN,46,35,11
2024-12-12 16:32:00,IN,47,35,12
2024-12-12 16:36:00,OUT,47,36,11
2024-12-12 16:38:00,IN,48,36,12
2024-12-12 16:40:00,IN,49,36,13
2024-12-12 16:46:00,OUT,49,37,12
2024-12-12 16:53:00,OUT,49,38,11
2024-12-12 16:56:00,IN,50,38,12
2024-12-12 17:02:00,OUT,50,39,11
2024-12-12 17:10:00,OUT,50,40,10
2024-12-12 17:12:00,OUT,50,41,9
2024-12-12 17:15:00,IN,51,41,10
2024-12-12 17:17:00,IN,52,41,11
2024-12-12 17:20:00,OUT,52,42,10
2024-12-12 17:27:00,IN,53,42,11
2024-12-12 17:31:00,OUT,53,43,10
2024-12-12 17:34:00,IN,54,43,11
2024-12-12 17:37:00,OUT,54,44,10
2024-12-12 17:45:00,OUT,54,45,9
2024-12-12 17:47:00,IN,55,45,10
2024-12-12 17:49:00,IN,56,45,11
2024-12-12 17:54:00,IN,57,45,12
2024-12-12 18:02:00,IN,58,45,13
2024-12-12 18:09:00,OUT,58,46,12
2024-12-12 18:15:00,IN,59,46,13
2024-12-12 18:23:00,OUT,59,47,12
2024-12-12 18:29:00,IN,60,47,13
2024-12-12 18:41:00,OUT,60,48,12
2024-12-12 18:51:00,IN,61,48,13
2024-12-12 19:05:00,IN,62,48,14
2024-12-12 19:14:00,OUT,62,49,13
2024-12-12 19:26:00,IN,63,49,14
2024-12-12 19:36:00,OUT,63,50,13
2024-12-12 19:50:00,IN,64,50,14
2024-12-12 19:56:00,OUT,64,51,13
2024-12-12 20:14:00,OUT,64,52,12
2024-12-12 20:15:00,OUT,64,53,11
2024-12-12 20:19:00,OUT,64,54,10
2024-12-12 20:22:00,OUT,64,55,9
2024-12-12 20:23:00,OUT,64,56,8
2024-12-12 20:26:00,OUT,64,57,7
2024-12-12 20:29:00,OUT,64,58,6
2024-12-12 20:32:00,OUT,64,59,5
2024-12-12 20:34:00,OUT,64,60,4
2024-12-12 20:37:00,OUT,64,61,3
2024-12-12 20:39:00,OUT,64,62,2
2024-12-12 20:44:00,OUT,64,63,1
2024-12-12 20:45:00,OUT,64,64,0
2024-12-17 08:00:00,IN,1,0,1
2024-12-17 08:10:00,OUT,1,1,0
2024-12-17 08:17:00,IN,2,1,1
2024-12-17 08:26:00,IN,3,1,2
2024-12-17 08:34:00,IN,4,1,3
2024-12-17 08:47:00,OUT,4,2,2
2024-12-17 08:55:00,IN,5,2,3
2024-12-17 09:03:00,OUT,5,3,2
2024-12-17 09:10:00,IN,6,3,3
2024-12-17 09:14:00,OUT,6,4,2
2024-12-17 09:18:00,IN,7,4,3
2024-12-17 09:20:00,OUT,7,5,2
2024-12-17 09:22:00,OUT,7,6,1
2024-12-17 09:27:00,OUT,7,7,0
2024-12-17 09:30:00,IN,8,7,1
2024-12-17 09:37:00,IN,9,7,2
2024-12-17 09:44:00,OUT,9,8,1
2024-12-17 09:50:00,IN,10,8,2
2024-12-17 09:57:00,IN,11,8,3
2024-12-17 10:03:00,OUT,11,9,2
2024-12-17 10:09:00,IN,12,9,3
2024-12-17 10:14:00,OUT,12,10,2
2024-12-17 10:20:00,IN,13,10,3
2024-12-17 10:23:00,IN,14,10,4
2024-12-17 10:31:00,IN,15,10,5
2024-12-17 10:37:00,OUT,15,11,4
2024-12-17 10:41:00,OUT,15,12,3
2024-12-17 10:44:00,IN,16,12,4
2024-12-17 10:51:00,OUT,16,13,3
2024-12-17 10:54:00,IN,17,13,4
2024-12-17 10:58:00,OUT,17,14,3
2024-12-17 11:03:00,IN,18,14,4
2024-12-17 11:11:00,OUT,18,15,3
2024-12-17 11:17:00,OUT,18,16,2
2024-12-17 11:25:00,OUT,18,17,1
2024-12-17 11:29:00,IN,19,17,2
2024-12-17 11:34:00,OUT,19,18,1
2024-12-17 11:39:00,IN,20,18,2
2024-12-17 11:42:00,IN,21,18,3
2024-12-17 11:46:00,IN,22,18,4
2024-12-17 11:48:00,OUT,22,19,3
2024-12-17 11:50:00,OUT,22,20,2
2024-12-17 11:54:00,IN,23,20,3
2024-12-17 12:01:00,OUT,23,21,2
2024-12-17 12:13:00,IN,24,21,3
2024-12-17 12:22:00,OUT,24,22,2
2024-12-17 12:33:00,IN,25,22,3
2024-12-17 12:45:00,IN,26,22,4
2024-12-17 12:59:00,IN,27,22,5
2024-12-17 13:06:00,OUT,27,23,4
2024-12-17 13:20:00,IN,28,23,5
2024-12-17 13:28:00,IN,29,23,6
2024-12-17 13:42:00,IN,30,23,7
2024-12-17 13:47:00,OUT,30,24,6
2024-12-17 13:55:00,OUT,30,25,5
2024-12-17 14:09:00,OUT,30,26,4
2024-12-17 14:12:00,OUT,30,27,3
2024-12-17 14:19:00,IN,31,27,4
2024-12-17 14:23:00,OUT,31,28,3
2024-12-17 14:29:00,IN,32,28,4
2024-12-17 14:32:00,IN,33,28,5
2024-12-17 14:37:00,IN,34,28,6
2024-12-17 14:40:00,IN,35,28,7
2024-12-17 14:44:00,IN,36,28,8
2024-12-17 14:49:00,IN,37,28,9
2024-12-17 14:54:00,IN,38,28,10
2024-12-17 15:01:00,IN,39,28,11
2024-12-17 15:04:00,IN,40,28,12
2024-12-17 15:11:00,OUT,40,29,11
2024-12-17 15:16:00,IN,41,29,12
2024-12-17 15:21:00,OUT,41,30,11
2024-12-17 15:29:00,OUT,41,31,10
2024-12-17 15:33:00,OUT,41,32,9
2024-12-17 15:40:00,IN,42,32,10
2024-12-17 15:43:00,OUT,42,33,9
2024-12-17 15:47:00,OUT,42,34,8
2024-12-17 15:50:00,OUT,42,35,7
2024-12-17 15:53:00,IN,43,35,8
2024-12-17 15:57:00,IN,44,35,9
2024-12-17 16:01:00,IN,45,35,10
2024-12-17 16:03:00,IN,46,35,11
2024-12-17 16:10:00,OUT,46,36,10
2024-12-17 16:12:00,IN,47,36,11
2024-12-17 16:18:00,IN,48,36,12
2024-12-17 16:26:00,OUT,48,37,11
2024-12-17 16:29:00,IN,49,37,12
2024-12-17 16:32:00,OUT,49,38,11
2024-12-17 16:37:00,IN,50,38,12
2024-12-17 16:41:00,IN,51,38,13
2024-12-17 16:47:00,OUT,51,39,12
2024-12-17 16:49:00,OUT,51,40,11
2024-12-17 16:56:00,IN,52,40,12
2024-12-17 16:58:00,IN,53,40,13
2024-12-17 17:04:00,OUT,53,41,12
2024-12-17 17:09:00,IN,54,41,13
2024-12-17 17:15:00,OUT,54,42,12
2024-12-17 17:19:00,IN,55,42,13
2024-12-17 17:24:00,IN,56,42,14
2024-12-17 17:28:00,OUT,56,43,13
2024-12-17 17:31:00,OUT,56,44,12
2024-12-17 17:39:00,IN,57,44,13
2024-12-17 17:47:00,IN,58,44,14
2024-12-17 17:52:00,OUT,58,45,13
2024-12-17 17:54:00,OUT,58,46,12
2024-12-17 18:00:00,IN,59,46,13
2024-12-17 18:12:00,OUT,59,47,12
2024-12-17 18:18:00,OUT,59,48,11
2024-12-17 18:30:00,IN,60,48,12
2024-12-17 18:43:00,IN,61,48,13
2024-12-17 18:50:00,IN,62,48,14
2024-12-17 19:00:00,OUT,62,49,13
2024-12-17 19:14:00,OUT,62,50,12
2024-12-17 19:29:00,IN,63,50,13
2024-12-17 19:39:00,IN,64,50,14
2024-12-17 19:54:00,IN,65,50,15
2024-12-17 20:13:00,OUT,65,51,14
2024-12-17 20:14:00,OUT,65,52,13
2024-12-17 20:15:00,OUT,65,53,12
2024-12-17 20:16:00,OUT,65,54,11
2024-12-17 20:20:00,OUT,65,55,10
2024-12-17 20:21:00,OUT,65,56,9
2024-12-17 20:26:00,OUT,65,57,8
2024-12-17 20:28:00,OUT,65,58,7
2024-12-17 20:32:00,OUT,65,59,6
2024-12-17 20:33:00,OUT,65,60,5
2024-12-17 20:36:00,OUT,65,61,4
2024-12-17 20:38:00,OUT,65,62,3
2024-12-17 20:39:00,OUT,65,63,2
2024-12-17 20:41:00,OUT,65,64,1
2024-12-17 20:43:00,OUT,65,65,0
2025-01-07 08:00:00,IN,1,0,1
2025-01-07 08:06:00,OUT,1,1,0
2025-01-07 08:17:00,IN,2,1,1
2025-01-07 08:27:00,OUT,2,2,0
2025-01-07 08:39:00,IN,3,2,1
2025-01-07 08:52:00,IN,4,2,2
2025-01-07 09:01:00,OUT,4,3,1
2025-01-07 09:03:00,OUT,4,4,0
2025-01-07 09:10:00,IN,5,4,1
2025-01-07 09:12:00,OUT,5,5,0
2025-01-07 09:20:00,IN,6,5,1
2025-01-07 09:28:00,IN,7,5,2
2025-01-07 09:31:00,IN,8,5,3
2025-01-07 09:39:00,IN,9,5,4
2025-01-07 09:41:00,OUT,9,6,3
2025-01-07 09:43:00,IN,10,6,4
2025-01-07 09:48:00,OUT,10,7,3
2025-01-07 09:51:00,OUT,10,8,2
2025-01-07 09:53:00,OUT,10,9,1
2025-01-07 09:55:00,OUT,10,10,0
2025-01-07 10:02:00,IN,11,10,1
2025-01-07 10:06:00,IN,12,10,2
2025-01-07 10:13:00,IN,13,10,3
2025-01-07 10:19:00,OUT,13,11,2
2025-01-07 10:21:00,IN,14,11,3
2025-01-07 10:23:00,IN,15,11,4
2025-01-07 10:31:00,IN,16,11,5
2025-01-07 10:38:00,OUT,16,12,4
2025-01-07 10:40:00,OUT,16,13,3
2025-01-07 10:43:00,IN,17,13,4
2025-01-07 10:45:00,IN,18,13,5
2025-01-07 10:52:00,OUT,18,14,4
2025-01-07 10:57:00,OUT,18,15,3
2025-01-07 11:02:00,OUT,18,16,2
2025-01-07 11:10:00,IN,19,16,3
2025-01-07 11:16:00,IN,20,16,4
2025-01-07 11:20:00,OUT,20,17,3
2025-01-07 11:25:00,IN,21,17,4
2025-01-07 11:33:00,IN,22,17,5
2025-01-07 11:41:00,OUT,22,18,4
2025-01-07 11:49:00,OUT,22,19,3
2025-01-07 11:55:00,IN,23,19,4
2025-01-07 11:59:00,OUT,23,20,3
2025-01-07 12:02:00,IN,24,20,4
2025-01-07 12:14:00,OUT,24,21,3
2025-01-07 12:29:00,IN,25,21,4
2025-01-07 12:43:00,OUT,25,22,3
2025-01-07 12:50:00,OUT,25,23,2
2025-01-07 13:02:00,OUT,25,24,1
2025-01-07 13:11:00,IN,26,24,2
2025-01-07 13:19:00,OUT,26,25,1
2025-01-07 13:24:00,IN,27,25,2
2025-01-07 13:29:00,IN,28,25,3
2025-01-07 13:34:00,IN,29,25,4
2025-01-07 13:43:00,OUT,29,26,3
2025-01-07 13:54:00,OUT,29,27,2
2025-01-07 14:09:00,OUT,29,28,1
2025-01-07 14:15:00,IN,30,28,2
2025-01-07 14:17:00,OUT,30,29,1
2025-01-07 14:20:00,OUT,30,30,0
2025-01-07 14:24:00,IN,31,30,1
2025-01-07 14:32:00,OUT,31,31,0
2025-01-07 14:39:00,IN,32,31,1
2025-01-07 14:41:00,IN,33,31,2
2025-01-07 14:43:00,OUT,33,32,1
2025-01-07 14:48:00,IN,34,32,2
2025-01-07 14:52:00,OUT,34,33,1
2025-01-07 14:57:00,OUT,34,34,0
2025-01-07 15:01:00,IN,35,34,1
2025-01-07 15:06:00,OUT,35,35,0
2025-01-07 15:14:00,IN,36,35,1
2025-01-07 15:22:00,OUT,36,36,0
2025-01-07 15:27:00,IN,37,36,1
2025-01-07 15:29:00,IN,38,36,2
2025-01-07 15:31:00,IN,39,36,3
2025-01-07 15:35:00,IN,40,36,4
2025-01-07 15:38:00,IN,41,36,5
2025-01-07 15:41:00,IN,42,36,6
2025-01-07 15:48:00,IN,43,36,7
2025-01-07 15:50:00,OUT,43,37,6
2025-01-07 15:58:00,IN,44,37,7
2025-01-07 16:00:00,OUT,44,38,6
2025-01-07 16:08:00,IN,45,38,7
2025-01-07 16:13:00,IN,46,38,8
2025-01-07 16:16:00,IN,47,38,9
2025-01-07 16:21:00,IN,48,38,10
2025-01-07 16:23:00,IN,49,38,11
2025-01-07 16:29:00,OUT,49,39,10
2025-01-07 16:33:00,IN,50,39,11
2025-01-07 16:36:00,IN,51,39,12
2025-01-07 16:44:00,IN,52,39,13
2025-01-07 16:49:00,IN,53,39,14
2025-01-07 16:57:00,IN,54,39,15
2025-01-07 17:05:00,OUT,54,40,14
2025-01-07 17:10:00,IN,55,40,15
2025-01-07 17:18:00,OUT,55,41,14
2025-01-07 17:22:00,OUT,55,42,13
2025-01-07 17:27:00,IN,56,42,14
2025-01-07 17:31:00,IN,57,42,15
2025-01-07 17:34:00,OUT,57,43,14
2025-01-07 17:39:00,IN,58,43,15
2025-01-07 17:46:00,IN,59,43,16
2025-01-07 17:51:00,OUT,59,44,15
2025-01-07 17:58:00,IN,60,44,16
2025-01-07 18:01:00,OUT,60,45,15
2025-01-07 18:09:00,OUT,60,46,14
2025-01-07 18:17:00,IN,61,46,15
2025-01-07 18:23:00,IN,62,46,16
2025-01-07 18:38:00,OUT,62,47,15
2025-01-07 18:49:00,OUT,62,48,14
2025-01-07 18:56:00,OUT,62,49,13
2025-01-07 19:11:00,IN,63,49,14
2025-01-07 19:21:00,OUT,63,50,13
2025-01-07 19:35:00,OUT,63,51,12
2025-01-07 19:48:00,OUT,63,52,11
2025-01-07 20:06:00,OUT,63,53,10
2025-01-07 20:11:00,OUT,63,54,9
2025-01-07 20:14:00,OUT,63,55,8
2025-01-07 20:19:00,OUT,63,56,7
2025-01-07 20:22:00,OUT,63,57,6
